flight_date,from,to,avg_weeks,target,std_weeks,is_holiday,day_of_year,distance_to_New Year's Day,"distance_to_Birthday of Martin Luther King, Jr.",distance_to_Washington's Birthday,distance_to_Memorial Day,distance_to_Juneteenth National Independence Day,distance_to_Independence Day,distance_to_Labor Day,distance_to_Columbus Day,distance_to_Veterans Day,distance_to_Thanksgiving Day,distance_to_Christmas Day,distance_to_next_holiday,distance_to_previous_holiday,path_distance,from_in_degree,from_out_degree,to_in_degree,to_out_degree,ATL,BOS,CLT,DEN,DFW,DTW,EWR,IAH,JFK,LAS,LAX,LGA,MCO,MIA,MSP,ORD,PHL,PHX,SEA,SFO
2011-12-25,ATL,BOS,7.42857142857,7.404498160289999,6.5246784266699995,True,359,7,24,55,155,177,-174,-112,-75,-44,-30,0,0,0,1521.5537657651755,10.986705272120973,11.05876539475933,10.976367620132233,11.075587891139088,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-28,ATL,LAX,12.28,10.704574621699999,7.829005896880001,False,362,4,21,52,152,174,-177,-115,-78,-47,-33,-3,4,3,3125.776526360192,10.986705272120973,11.05876539475933,11.511861025399389,11.51684866108158,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-08-23,DEN,SEA,14.8214285714,10.998048988499999,10.666852676900001,False,236,131,148,179,-87,-65,-50,12,49,80,94,124,9,50,1645.0658311574027,10.740916817018693,10.74298222432765,10.911269061769707,10.824439597932692,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012-11-05,PHL,DFW,9.6,10.6559731546,8.642089694380001,False,310,57,74,105,-161,-139,-124,-62,-25,6,20,50,6,22,2092.876657597348,10.83509569046346,10.800228508121956,11.180310941123327,11.050228394602799,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
2012-08-20,ATL,BOS,11.052631578900002,11.5751136269,8.72081599272,False,233,134,151,182,-84,-62,-47,15,52,83,97,127,12,47,1521.5537657651755,10.986705272120973,11.05876539475933,10.976367620132233,11.075587891139088,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-19,DFW,ORD,11.8181818182,12.932482674200001,8.16867631427,False,262,104,121,152,-114,-92,-77,-15,22,53,67,97,19,12,1290.645304960658,11.180310941123327,11.050228394602799,11.39706514536843,11.387552460182754,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-02-12,BOS,LGA,5.18181818182,9.54493437602,5.03623235799,False,43,-42,-25,6,106,128,143,-161,-124,-93,-79,-49,3,22,296.6920229885085,10.976367620132233,11.075587891139088,11.405018795317423,11.411122537569854,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2011-12-12,SFO,EWR,11.2380952381,11.2154329654,8.166423708730001,False,346,20,37,68,168,-176,-161,-99,-62,-31,-17,13,13,14,4118.400577733478,11.293030075679182,11.305858815252616,10.882423693567391,10.833789151901911,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1
2012-08-01,LAX,IAH,12.7307692308,10.5870082101,8.08731199995,False,214,153,170,-165,-65,-43,-28,34,71,102,116,146,31,28,2215.0734828014647,11.511861025399389,11.51684866108158,10.634308645941415,10.77456439726534,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0
2011-12-10,LAX,DFW,16.90625,11.078275368699998,11.382950960999999,False,344,22,39,70,170,-174,-159,-97,-60,-29,-15,15,15,12,1983.1744750180908,11.511861025399389,11.51684866108158,11.180310941123327,11.050228394602799,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
2011-12-18,LGA,BOS,4.6,8.58853074597,3.2041639575200005,False,352,14,31,62,162,-182,-167,-105,-68,-37,-23,7,7,20,296.6920229885085,11.405018795317423,11.411122537569854,10.976367620132233,11.075587891139088,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
2012-09-30,SFO,ORD,16.21875,11.8701058501,12.172773360699999,False,274,93,110,141,-125,-103,-88,-26,11,42,56,86,8,23,2963.963188844591,11.293030075679182,11.305858815252616,11.39706514536843,11.387552460182754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1
2012-05-10,SFO,JFK,15.1153846154,12.635893493,12.4332680276,False,131,-130,-113,-82,18,40,55,117,154,-181,-167,-137,15,79,4151.78626192503,11.293030075679182,11.305858815252616,11.641953222951795,11.432985714932439,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1
2012-01-06,LGA,ATL,9.411764705880001,11.70227904,9.347852851919999,False,6,-5,12,43,143,165,180,-124,-87,-56,-42,-12,9,5,1224.8675556123214,11.405018795317423,11.411122537569854,10.986705272120973,11.05876539475933,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
2011-11-13,LAX,ATL,10.6,11.506174435799998,7.707822410760001,False,317,49,66,97,-169,-147,-132,-70,-33,-2,12,42,9,2,3125.776526360192,11.511861025399389,11.51684866108158,10.986705272120973,11.05876539475933,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
2012-10-28,LAX,SEA,14.2333333333,11.2245304261,9.960900573239998,False,302,65,82,113,-153,-131,-116,-54,-17,14,28,58,14,14,1536.9096838729724,11.511861025399389,11.51684866108158,10.911269061769707,10.824439597932692,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0
2012-04-07,SFO,DFW,11.5,9.59995239987,10.0341522077,False,98,-97,-80,-49,51,73,88,150,-179,-148,-134,-104,48,46,2351.941032649594,11.293030075679182,11.305858815252616,11.180310941123327,11.050228394602799,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
2012-04-13,ATL,EWR,11.2105263158,10.987773614000002,10.793922916600001,False,104,-103,-86,-55,45,67,82,144,181,-154,-140,-110,42,52,1199.316353924153,10.986705272120973,11.05876539475933,10.882423693567391,10.833789151901911,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-12,MCO,EWR,11.590909090899999,11.3346554333,9.76221623408,False,12,-11,6,37,137,159,174,-130,-93,-62,-48,-18,3,11,1510.8818234426892,10.80192431511827,10.89196124165143,10.882423693567391,10.833789151901911,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0
2011-12-03,ORD,DTW,8.3125,9.84355587324,6.559662084789999,False,337,29,46,77,177,-167,-152,-90,-53,-22,-8,22,22,5,376.3886323781449,11.39706514536843,11.387552460182754,10.653095528420538,10.634797460865515,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
2012-02-23,PHL,ORD,7.2,12.0387888164,4.81367100781,False,54,-53,-36,-5,95,117,132,-172,-135,-104,-90,-60,92,2,1088.3236698576663,10.83509569046346,10.800228508121956,11.39706514536843,11.387552460182754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0
2011-11-19,ATL,LAX,12.538461538499998,11.1314948899,8.95424265577,False,323,43,60,91,-175,-153,-138,-76,-39,-8,6,36,3,8,3125.776526360192,10.986705272120973,11.05876539475933,11.511861025399389,11.51684866108158,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-02-01,LAS,DEN,10.5,10.0504881198,7.409098247569999,False,32,-31,-14,17,117,139,154,-150,-113,-82,-68,-38,14,11,1009.3646188609899,10.802143255290838,10.858821650818184,10.740916817018693,10.74298222432765,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
2012-10-14,SEA,DEN,9.90476190476,10.6985682534,7.777562355289999,True,288,79,96,127,-139,-117,-102,-40,-3,28,42,72,28,0,1645.0658311574027,10.911269061769707,10.824439597932692,10.740916817018693,10.74298222432765,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
2012-01-03,ATL,PHL,12.2608695652,11.2470817983,9.42538830309,False,3,-2,15,46,146,168,-183,-121,-84,-53,-39,-9,12,2,1071.592953109364,10.986705272120973,11.05876539475933,10.83509569046346,10.800228508121956,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-03-31,ATL,DTW,10.65,9.63220062275,7.889199812669999,False,91,-90,-73,-42,58,80,95,157,-172,-141,-127,-97,55,39,958.1975913594937,10.986705272120973,11.05876539475933,10.653095528420538,10.634797460865515,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-06,DFW,SFO,12.3636363636,10.528621592,9.62905056164,False,97,-96,-79,-48,52,74,89,151,-178,-147,-133,-103,49,45,2351.941032649594,11.180310941123327,11.050228394602799,11.293030075679182,11.305858815252616,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012-02-26,ORD,IAH,11.1,10.751941631400001,8.63834779524,False,57,-56,-39,-8,92,114,129,-175,-138,-107,-93,-63,89,5,1490.651882721693,11.39706514536843,11.387552460182754,10.634308645941415,10.77456439726534,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0
2011-11-22,CLT,LGA,12.217391304300001,10.992918377999999,9.14507578247,True,326,40,57,88,-178,-156,-141,-79,-42,-11,3,33,0,11,874.9278460998839,10.637333582755277,10.52887259422674,11.405018795317423,11.411122537569854,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-04-01,ORD,SFO,11.666666666700001,11.458757243800001,9.47804480541,False,92,-91,-74,-43,57,79,94,156,-173,-142,-128,-98,54,40,2963.963188844591,11.39706514536843,11.387552460182754,11.293030075679182,11.305858815252616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1
2012-10-16,LGA,CLT,8.88235294118,11.4905022784,6.66035240191,False,290,77,94,125,-141,-119,-104,-42,-5,26,40,70,26,2,874.9278460998839,11.405018795317423,11.411122537569854,10.637333582755277,10.52887259422674,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
2011-09-19,SFO,SEA,10.9545454545,11.6049538756,7.312593655739999,False,262,104,121,152,-114,-92,-77,-15,22,53,67,97,19,12,1093.0595602394146,11.293030075679182,11.305858815252616,10.911269061769707,10.824439597932692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1
2012-07-16,ORD,EWR,11.4782608696,12.2933116971,7.506782177210001,False,198,169,-180,-149,-49,-27,-12,50,87,118,132,162,47,12,1154.4536331215895,11.39706514536843,11.387552460182754,10.882423693567391,10.833789151901911,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0
2012-03-04,ORD,SFO,11.75,11.892441156099999,9.32155053346,False,64,-63,-46,-15,85,107,122,-182,-145,-114,-100,-70,82,12,2963.963188844591,11.39706514536843,11.387552460182754,11.293030075679182,11.305858815252616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1
2012-11-08,ATL,LAX,9.444444444439998,11.540962557,6.98925412348,False,313,54,71,102,-164,-142,-127,-65,-28,3,17,47,3,25,3125.776526360192,10.986705272120973,11.05876539475933,11.511861025399389,11.51684866108158,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-07-29,LAS,ORD,13.3214285714,10.8151672034,9.55317892187,False,211,156,173,-162,-62,-40,-25,37,74,105,119,149,34,25,2431.692848117438,10.802143255290838,10.858821650818184,11.39706514536843,11.387552460182754,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0
2011-09-12,LGA,ORD,11.208333333299999,13.749993223399999,7.956289099319999,False,255,111,128,159,-107,-85,-70,-8,29,60,74,104,26,5,1177.05513247513,11.405018795317423,11.411122537569854,11.39706514536843,11.387552460182754,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0
2012-03-23,LAS,ORD,8.411764705880001,11.7678446069,5.723403964530001,False,83,-82,-65,-34,66,88,103,165,-164,-133,-119,-89,63,31,2431.692848117438,10.802143255290838,10.858821650818184,11.39706514536843,11.387552460182754,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0
2012-06-20,LAX,BOS,11.1363636364,11.141010093,7.899942462389999,False,172,-171,-154,-123,-23,-1,14,76,113,144,158,-178,14,1,4193.0290874600705,11.511861025399389,11.51684866108158,10.976367620132233,11.075587891139088,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
2012-05-02,LAX,ATL,12.0,11.7057879324,9.385465173430001,False,123,-122,-105,-74,26,48,63,125,162,-173,-159,-129,23,71,3125.776526360192,11.511861025399389,11.51684866108158,10.986705272120973,11.05876539475933,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
2012-07-02,ORD,IAH,9.894736842110001,9.54493437602,7.25637449145,False,184,-183,-166,-135,-35,-13,2,64,101,132,146,176,2,13,1490.651882721693,11.39706514536843,11.387552460182754,10.634308645941415,10.77456439726534,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0
2012-08-04,DTW,ATL,12.2272727273,9.98990353351,10.202389160800001,False,217,150,167,-168,-68,-46,-31,31,68,99,113,143,28,31,958.1975913594937,10.653095528420538,10.634797460865515,10.986705272120973,11.05876539475933,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-15,MSP,DEN,9.444444444439998,11.3217786796,6.78425705519,False,258,108,125,156,-110,-88,-73,-11,26,57,71,101,23,8,1092.352466433747,10.920556887948626,10.895829598376196,10.740916817018693,10.74298222432765,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
2012-03-14,DEN,SFO,14.25,11.3217786796,11.379806676700001,False,74,-73,-56,-25,75,97,112,174,-155,-124,-110,-80,72,22,1552.7748305694504,10.740916817018693,10.74298222432765,11.293030075679182,11.305858815252616,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012-09-29,EWR,BOS,11.45,9.10630720364,9.23651221483,False,273,94,111,142,-124,-102,-87,-25,12,43,57,87,9,22,322.30617955799113,10.882423693567391,10.833789151901911,10.976367620132233,11.075587891139088,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-08,PHX,ORD,11.7368421053,10.9088488996,11.9156391411,False,313,54,71,102,-164,-142,-127,-65,-28,3,17,47,3,25,2313.425889333065,10.704543967457013,10.672302087292909,11.39706514536843,11.387552460182754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0
2012-07-10,LAS,JFK,13.5,10.5087459962,8.225975119500001,False,192,175,-174,-143,-43,-21,-6,56,93,124,138,168,53,6,3609.2825234219513,10.802143255290838,10.858821650818184,11.641953222951795,11.432985714932439,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0
2012-08-28,JFK,MCO,14.357142857100001,9.795362603600001,9.381677516089999,False,241,126,143,174,-92,-70,-55,7,44,75,89,119,4,55,1521.3886141530445,11.641953222951795,11.432985714932439,10.80192431511827,10.89196124165143,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0
2012-11-06,LAS,ORD,10.4210526316,9.853046864489999,8.72617893642,False,311,56,73,104,-162,-140,-125,-63,-26,5,19,49,5,23,2431.692848117438,10.802143255290838,10.858821650818184,11.39706514536843,11.387552460182754,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0
2012-07-15,DTW,ORD,10.0,10.5997384695,6.99623959146,False,197,170,-179,-148,-48,-26,-11,51,88,119,133,163,48,11,376.3886323781449,10.653095528420538,10.634797460865515,11.39706514536843,11.387552460182754,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-10-22,ATL,DTW,11.791666666700001,9.99867990621,8.8611470779,False,295,71,88,119,-147,-125,-110,-48,-11,20,34,64,20,8,958.1975913594937,10.986705272120973,11.05876539475933,10.653095528420538,10.634797460865515,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-20,DEN,MSP,9.38888888889,9.8718851636,6.937866165339999,False,324,42,59,90,-176,-154,-139,-77,-40,-9,5,35,2,9,1092.352466433747,10.740916817018693,10.74298222432765,10.920556887948626,10.895829598376196,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-11-04,EWR,MCO,16.3333333333,11.0285397345,11.417274922999999,False,309,58,75,106,-160,-138,-123,-61,-24,7,21,51,7,21,1510.8818234426892,10.882423693567391,10.833789151901911,10.80192431511827,10.89196124165143,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-05-30,DEN,LAS,11.8076923077,10.2290133038,8.00009615327,True,151,-150,-133,-102,-2,20,35,97,134,165,179,-157,20,99,1009.3646188609899,10.740916817018693,10.74298222432765,10.802143255290838,10.858821650818184,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2012-07-04,DEN,LAX,12.833333333299999,10.0074151716,9.59921494375,True,186,181,-168,-137,-37,-15,0,62,99,130,144,174,0,0,1385.1392038077984,10.740916817018693,10.74298222432765,11.511861025399389,11.51684866108158,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-10-31,DTW,LGA,8.3125,10.662118055599999,6.670519719880001,False,304,62,79,110,-156,-134,-119,-57,-20,11,25,55,11,17,805.1348368055876,10.653095528420538,10.634797460865515,11.405018795317423,11.411122537569854,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-09-21,DTW,ORD,10.9444444444,11.494432681900001,9.4338079282,False,265,102,119,150,-116,-94,-79,-17,20,51,65,95,17,14,376.3886323781449,10.653095528420538,10.634797460865515,11.39706514536843,11.387552460182754,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-07-28,DTW,ATL,11.416666666700001,10.7284085021,8.48485436665,False,210,157,174,-161,-61,-39,-24,38,75,106,120,150,35,24,958.1975913594937,10.653095528420538,10.634797460865515,10.986705272120973,11.05876539475933,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-23,ATL,BOS,13.0769230769,12.0793964246,8.601967574560001,False,266,100,117,148,-118,-96,-81,-19,18,49,63,93,15,16,1521.5537657651755,10.986705272120973,11.05876539475933,10.976367620132233,11.075587891139088,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-18,IAH,ORD,9.11764705882,11.1219308907,7.809308171510001,False,139,-138,-121,-90,10,32,47,109,146,177,-175,-145,7,87,1490.651882721693,10.634308645941415,10.77456439726534,11.39706514536843,11.387552460182754,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0
2012-03-25,MCO,EWR,12.291666666700001,11.141010093,8.71020973474,False,85,-84,-67,-36,64,86,101,163,-166,-135,-121,-91,61,33,1510.8818234426892,10.80192431511827,10.89196124165143,10.882423693567391,10.833789151901911,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0
2011-11-24,EWR,ATL,10.1666666667,9.2160433096,9.2307032426,True,328,38,55,86,-180,-158,-143,-81,-44,-13,1,31,31,13,1199.316353924153,10.882423693567391,10.833789151901911,10.986705272120973,11.05876539475933,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-13,DFW,DEN,8.0,11.2245304261,7.99037882995,False,104,-103,-86,-55,45,67,82,144,181,-154,-140,-110,42,52,1032.0980058772266,11.180310941123327,11.050228394602799,10.740916817018693,10.74298222432765,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-27,SEA,DEN,13.3076923077,11.1832377632,9.05878239398,False,209,158,175,-160,-60,-38,-23,39,76,107,121,151,36,23,1645.0658311574027,10.911269061769707,10.824439597932692,10.740916817018693,10.74298222432765,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
2011-12-28,LAS,DEN,9.85,9.7053463019,6.49108700653,False,362,4,21,52,152,174,-177,-115,-78,-47,-33,-3,4,3,1009.3646188609899,10.802143255290838,10.858821650818184,10.740916817018693,10.74298222432765,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
2012-05-23,EWR,ATL,7.77777777778,11.2913825928,5.69370710992,False,144,-143,-126,-95,5,27,42,104,141,172,-180,-150,2,92,1199.316353924153,10.882423693567391,10.833789151901911,10.986705272120973,11.05876539475933,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-02,MSP,ATL,7.8888888888899995,10.1660545572,5.77916021671,False,275,91,108,139,-127,-105,-90,-28,9,40,54,84,6,25,1459.7181270186945,10.920556887948626,10.895829598376196,10.986705272120973,11.05876539475933,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
2012-11-09,ATL,DTW,10.823529411800001,11.251559533399998,10.6138782622,False,314,53,70,101,-165,-143,-128,-66,-29,2,16,46,2,26,958.1975913594937,10.986705272120973,11.05876539475933,10.653095528420538,10.634797460865515,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-01,ATL,PHL,11.4545454545,9.853046864489999,7.99242065202,True,245,122,139,170,-96,-74,-59,3,40,71,85,115,0,59,1071.592953109364,10.986705272120973,11.05876539475933,10.83509569046346,10.800228508121956,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-10-07,DEN,SEA,13.5,10.3776956496,9.97823718857,False,281,86,103,134,-132,-110,-95,-33,4,35,49,79,1,30,1645.0658311574027,10.740916817018693,10.74298222432765,10.911269061769707,10.824439597932692,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012-08-18,ORD,PHL,11.0,10.4546849427,7.197883286739999,False,231,136,153,-182,-82,-60,-45,17,54,85,99,129,14,45,1088.3236698576663,11.39706514536843,11.387552460182754,10.83509569046346,10.800228508121956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0
2011-10-17,BOS,LAX,14.1851851852,11.525581226500002,9.53147432714,False,290,76,93,124,-142,-120,-105,-43,-6,25,39,69,25,3,4193.0290874600705,10.976367620132233,11.075587891139088,11.511861025399389,11.51684866108158,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-09-24,PHX,DEN,12.3913043478,9.73583704789,8.64837940907,False,267,99,116,147,-119,-97,-82,-20,17,48,62,92,14,17,968.5377565127928,10.704543967457013,10.672302087292909,10.740916817018693,10.74298222432765,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
2012-03-04,LAS,ORD,13.25,11.0234924357,12.021362564,False,64,-63,-46,-15,85,107,122,-182,-145,-114,-100,-70,82,12,2431.692848117438,10.802143255290838,10.858821650818184,11.39706514536843,11.387552460182754,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0
2011-11-16,PHL,ORD,8.5,12.021111188699999,6.460134157530001,False,320,46,63,94,-172,-150,-135,-73,-36,-5,9,39,6,5,1088.3236698576663,10.83509569046346,10.800228508121956,11.39706514536843,11.387552460182754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0
2012-10-14,ATL,EWR,9.11111111111,10.7460861298,8.817688698689999,True,288,79,96,127,-139,-117,-102,-40,-3,28,42,72,28,0,1199.316353924153,10.986705272120973,11.05876539475933,10.882423693567391,10.833789151901911,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-19,LAX,IAH,11.65,9.97222590586,10.7667861598,False,263,104,121,152,-114,-92,-77,-15,22,53,67,97,19,12,2215.0734828014647,11.511861025399389,11.51684866108158,10.634308645941415,10.77456439726534,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0
2012-01-14,LGA,MIA,14.2592592593,10.289915882999999,9.93669420572,False,14,-13,4,35,135,157,172,-132,-95,-64,-50,-20,1,13,1768.377326888082,11.405018795317423,11.411122537569854,10.749204535934668,10.64910414072656,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0
2012-05-25,ATL,CLT,9.63157894737,10.2056521329,7.06486239793,True,146,-145,-128,-97,3,25,40,102,139,170,-182,-152,0,94,364.56708046971016,10.986705272120973,11.05876539475933,10.637333582755277,10.52887259422674,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-03,CLT,ATL,8.21428571429,10.289915882999999,9.17503780272,False,94,-93,-76,-45,55,77,92,154,-175,-144,-130,-100,52,42,364.56708046971016,10.637333582755277,10.52887259422674,10.986705272120973,11.05876539475933,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-06,SEA,SFO,12.6,10.7343196822,11.9357931406,False,127,-126,-109,-78,22,44,59,121,158,-177,-163,-133,19,75,1093.0595602394146,10.911269061769707,10.824439597932692,11.293030075679182,11.305858815252616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1
2012-03-18,DEN,LAS,9.555555555560002,9.99867990621,7.15560021096,False,78,-77,-60,-29,71,93,108,170,-159,-128,-114,-84,68,26,1009.3646188609899,10.740916817018693,10.74298222432765,10.802143255290838,10.858821650818184,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2012-11-02,DTW,LGA,13.6818181818,10.2444264143,10.8776151257,False,307,60,77,108,-158,-136,-121,-59,-22,9,23,53,9,19,805.1348368055876,10.653095528420538,10.634797460865515,11.405018795317423,11.411122537569854,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2011-10-05,MCO,EWR,14.357142857100001,11.1123175924,9.39351346612,False,278,88,105,136,-130,-108,-93,-31,6,37,51,81,3,28,1510.8818234426892,10.80192431511827,10.89196124165143,10.882423693567391,10.833789151901911,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0
2011-10-24,MCO,PHL,13.6923076923,10.662118055599999,9.15104029395,False,297,69,86,117,-149,-127,-112,-50,-13,18,32,62,18,10,1388.5554903516613,10.80192431511827,10.89196124165143,10.83509569046346,10.800228508121956,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0
2012-03-23,DFW,DEN,10.9444444444,11.2335837243,10.635524391599999,False,83,-82,-65,-34,66,88,103,165,-164,-133,-119,-89,63,31,1032.0980058772266,11.180310941123327,11.050228394602799,10.740916817018693,10.74298222432765,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-03,ATL,EWR,8.42857142857,9.28148777027,8.07383509782,False,337,29,46,77,177,-167,-152,-90,-53,-22,-8,22,22,5,1199.316353924153,10.986705272120973,11.05876539475933,10.882423693567391,10.833789151901911,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-16,ATL,MCO,12.851851851900001,12.0765250218,9.550286760510001,False,290,77,94,125,-141,-119,-104,-42,-5,26,40,70,26,2,650.7363446314483,10.986705272120973,11.05876539475933,10.80192431511827,10.89196124165143,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-07-03,ORD,LAS,11.583333333299999,9.814789610030001,7.21060008759,False,185,182,-167,-136,-36,-14,1,63,100,131,145,175,1,14,2431.692848117438,11.39706514536843,11.387552460182754,10.802143255290838,10.858821650818184,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0
